"geo_accession"	"tissue"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"data_processing"	"platform_id"	"contact_name"	"contact_email"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"tissue:ch1"
"GSM2301800"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP26"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301800/suppl/GSM2301800_7656774005_C_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301801"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP27"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301801/suppl/GSM2301801_7656774005_D_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301802"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP28"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301802/suppl/GSM2301802_7656774005_E_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301803"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP29"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301803/suppl/GSM2301803_7656774005_G_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301804"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP30"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301804/suppl/GSM2301804_7656774005_I_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301805"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP31"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301805/suppl/GSM2301805_7656774005_J_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301806"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP32"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301806/suppl/GSM2301806_7656774005_K_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301807"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP33"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301807/suppl/GSM2301807_8381670036_A_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301808"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP34"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301808/suppl/GSM2301808_8381670036_B_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301809"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP35"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301809/suppl/GSM2301809_8381670036_D_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301810"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP36"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301810/suppl/GSM2301810_8381670036_E_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301811"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP37"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301811/suppl/GSM2301811_8381670036_F_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301812"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP38"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301812/suppl/GSM2301812_8381670036_G_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301813"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP39"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301813/suppl/GSM2301813_8381670036_H_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301814"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP40"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301814/suppl/GSM2301814_8381670036_I_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301815"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP41"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301815/suppl/GSM2301815_8381670036_J_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301816"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP42"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301816/suppl/GSM2301816_8381670036_K_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301817"	"micropapillary bladder tumors"	"MDA Micropapillary bladder tumor MDA MP43"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: micropapillary bladder tumors"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301817/suppl/GSM2301817_8381670036_L_Grn.idat.gz"	"29377"	"micropapillary bladder tumors"
"GSM2301818"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 1"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301818/suppl/GSM2301818_9287078021_K_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301819"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 2"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301819/suppl/GSM2301819_8381670042_J_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301820"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 3"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301820/suppl/GSM2301820_9287078069_C_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301821"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 4"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301821/suppl/GSM2301821_9464921105_D_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301822"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 5"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301822/suppl/GSM2301822_9464921093_F_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301823"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 6"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301823/suppl/GSM2301823_9464921101_F_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
"GSM2301824"	"conventional urothelial carcinomas"	"MDA urothelial conventional bladder tumor MDA cUC 7"	"Public on Sep 03 2016"	"Sep 02 2016"	"Sep 03 2016"	"RNA"	"1"	"Bladder tumor tissue embeded in parffin block"	"Homo sapiens"	"tissue: conventional urothelial carcinomas"	"total RNA"	"RNA was extracted with MasterPure Complete Purification Kit from Epicentre in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyzer."	"biotin"	"Biotinylated cRNA were prepared with the Ambion MessageAmp kit for Illumina arrays"	"9606"	"Standard Illumina hybridization protocol"	"Standard Illumina scanning protocol"	"Quantile normalization in the Linear Model for Microarray Data (LIMMA)"	"GPL14951"	"Li,,Zhang"	"zhangli271828@gmail.com"	"Bioinformatics"	"The University of Texas MD Anderson Cancer Center"	"1400 Pressler, unit 1410"	"Houston"	"TX"	"77230"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2301nnn/GSM2301824/suppl/GSM2301824_9287078069_B_Grn.idat.gz"	"29377"	"conventional urothelial carcinomas"
